"Concepto","Principal","Monto Documento","Tipo Vista","Fecha Generación","Folio","Título","Número Documento","Fecha Documento","Tipo Documento","Monto Documento"
"2204005003 Otros Insumos clínicos","89752800-2 DIST. DE ARTICULOS MEDICOS PEREZ LTDA.","64.260","Tipo Flujo","28/02/2021","7956","FA / 47713 / 89752800-2 /  / ","47713","10/02/2021","Factura Afecta Electrónica","32.130"
"2204005003 Otros Insumos clínicos","89752800-2 DIST. DE ARTICULOS MEDICOS PEREZ LTDA.","64.260","Tipo Flujo","18/03/2021","10671","FA / 48052 / 89752800-2 /  / ","48052","01/03/2021","Factura Afecta Electrónica","32.130"
"2204005003 Otros Insumos clínicos","91575000-1 SOCOFAR S.A.","22.560.262","Saldo Inicial","","","Saldo Inicial","","","","0"
"2204005003 Otros Insumos clínicos","91575000-1 SOCOFAR S.A.","22.560.262","Tipo Flujo","28/01/2021","690","FA / 10634972 / 91575000 / 2069-380-SE21 / SOCOFAR S A","10634972","15/01/2021","Factura Afecta Electrónica","1.521.663"
"2204005003 Otros Insumos clínicos","91575000-1 SOCOFAR S.A.","22.560.262","Tipo Flujo","28/01/2021","804","FA / 10634973 / 91575000 / 2069-473-SE21 / SOCOFAR S A","10634973","15/01/2021","Factura Afecta Electrónica","2.622.958"
"2204005003 Otros Insumos clínicos","91575000-1 SOCOFAR S.A.","22.560.262","Tipo Flujo","31/01/2021","1221","FA / 10566176 / 91575000 / 2069-9233-SE20 / SOCOFAR S A","10566176","28/12/2020","Factura Afecta Electrónica","2.419.703"
"2204005003 Otros Insumos clínicos","91575000-1 SOCOFAR S.A.","22.560.262","Tipo Flujo","31/01/2021","3091","PB DEVENGAR 10641551 SOCOFAR ","10641551","18/01/2021","Factura Afecta Electrónica","181.520"
"2204005003 Otros Insumos clínicos","91575000-1 SOCOFAR S.A.","22.560.262","Tipo Flujo","19/02/2021","5600","FA / 10710034 / 91575000 / 2069-380-SE21 / SOCOFAR S A","10710034","08/02/2021","Factura Afecta Electrónica","1.422.424"
"2204005003 Otros Insumos clínicos","91575000-1 SOCOFAR S.A.","22.560.262","Tipo Flujo","19/02/2021","5603","FA / 10709145 / 91575000 / 2069-827-SE21 / SOCOFAR S A","10709145","08/02/2021","Factura Afecta Electrónica","1.895.670"
"2204005003 Otros Insumos clínicos","91575000-1 SOCOFAR S.A.","22.560.262","Tipo Flujo","23/02/2021","6091","FA / 10722671 / 91575000 / 2069-380-SE21 / SOCOFAR S A","10722671","11/02/2021","Factura Afecta Electrónica","496.194"
"2204005003 Otros Insumos clínicos","91575000-1 SOCOFAR S.A.","22.560.262","Tipo Flujo","28/02/2021","6916","PB DEVENGAR  factura 9565128//110//740 SOCOFAR ","9565128","05/03/2020","Documento de Negocio","2.325.403"
"2204005003 Otros Insumos clínicos","91575000-1 SOCOFAR S.A.","22.560.262","Tipo Flujo","28/02/2021","6916","PB DEVENGAR  factura 9565128//110//740 SOCOFAR ","10499740","04/12/2020","Documento de Negocio","436.004"
"2204005003 Otros Insumos clínicos","91575000-1 SOCOFAR S.A.","22.560.262","Tipo Flujo","28/02/2021","7373","FA / 10772000 / 91575000 / 2069-473-SE21 / SOCOFAR S A","10772000","26/02/2021","Factura Afecta Electrónica","900.418"
"2204005003 Otros Insumos clínicos","91575000-1 SOCOFAR S.A.","22.560.262","Tipo Flujo","28/02/2021","8323","FA / 10773184 / 91575000 / 2069-380-SE21 / SOCOFAR S A","10773184","26/02/2021","Factura Afecta Electrónica","1.124.707"
"2204005003 Otros Insumos clínicos","91575000-1 SOCOFAR S.A.","22.560.262","Tipo Flujo","23/03/2021","11980","FA / 10842571 / 91575000 / 2069-473-SE21 / SOCOFAR S A","10842571","19/03/2021","Factura Afecta Electrónica","665.527"
"2204005003 Otros Insumos clínicos","91575000-1 SOCOFAR S.A.","22.560.262","Tipo Flujo","24/03/2021","12139","FA / 10814594 / 91575000-1 / 2069-1887-SE21 / SOCOFAR S A","10814594","11/03/2021","Factura Afecta Electrónica","3.164.158"
"2204005003 Otros Insumos clínicos","91575000-1 SOCOFAR S.A.","22.560.262","Tipo Flujo","29/03/2021","13225","FA / 10864111 / 91575000 / 2069-473-SE21 / SOCOFAR S A","10864111","25/03/2021","Factura Afecta Electrónica","2.270.620"
"2204005003 Otros Insumos clínicos","91575000-1 SOCOFAR S.A.","22.560.262","Tipo Flujo","31/03/2021","13994","FA / 10847717 / 91575000-1 /  / ","10847717","22/03/2021","Factura Afecta Electrónica","20.135"
"2204005003 Otros Insumos clínicos","91575000-1 SOCOFAR S.A.","22.560.262","Tipo Flujo","31/03/2021","14735","FA / 10878973 / 91575000 / 2069-1887-SE21 / SOCOFAR S A","10878973","30/03/2021","Factura Afecta Electrónica","545.077"
"2204005003 Otros Insumos clínicos","91575000-1 SOCOFAR S.A.","22.560.262","Tipo Flujo","31/03/2021","14749","FA / 10878840 / 91575000 / 2069-473-SE21 / SOCOFAR S A","10878840","30/03/2021","Factura Afecta Electrónica","548.081"
"2204005003 Otros Insumos clínicos","92288000-K DROGUERIA HOFMANN SAC","7.347.977","Saldo Inicial","","","Saldo Inicial","","","","0"
"2204005003 Otros Insumos clínicos","92288000-K DROGUERIA HOFMANN SAC","7.347.977","Tipo Flujo","27/01/2021","358","FA / 426532 / 92288000 / 2069-450-SE21 / DROGUERIA HOFMANN SAC","426532","16/01/2021","Factura Afecta Electrónica","279.888"
"2204005003 Otros Insumos clínicos","92288000-K DROGUERIA HOFMANN SAC","7.347.977","Tipo Flujo","22/02/2021","5855","FA / 430068 / 92288000 / 2069-1014-SE21 / DROGUERIA HOFMANN SAC","430068","08/02/2021","Factura Afecta Electrónica","2.760.800"
"2204005003 Otros Insumos clínicos","92288000-K DROGUERIA HOFMANN SAC","7.347.977","Tipo Flujo","23/02/2021","6038","FA / 430926 / 92288000 / 2069-9215-SE20 / DROGUERIA HOFMANN SAC","430926","12/02/2021","Factura Afecta Electrónica","1.626.492"
"2204005003 Otros Insumos clínicos","92288000-K DROGUERIA HOFMANN SAC","7.347.977","Tipo Flujo","15/03/2021","9560","FA / 434608 / 92288000 / 2069-1899-SE21 / DROGUERIA HOFMANN SAC","434608","10/03/2021","Factura Afecta Electrónica","357.000"
"2204005003 Otros Insumos clínicos","92288000-K DROGUERIA HOFMANN SAC","7.347.977","Tipo Flujo","17/03/2021","10292","FA / 433314 / 92288000 / 2069-9215-SE20 / DROGUERIA HOFMANN SAC","433314","01/03/2021","Factura Afecta Electrónica","746.273"
"2204005003 Otros Insumos clínicos","92288000-K DROGUERIA HOFMANN SAC","7.347.977","Tipo Flujo","17/03/2021","10380","FA / 434869 / 92288000 / 2069-2153-SE21 / DROGUERIA HOFMANN SAC","434869","12/03/2021","Factura Afecta Electrónica","174.930"
"2204005003 Otros Insumos clínicos","92288000-K DROGUERIA HOFMANN SAC","7.347.977","Tipo Flujo","26/03/2021","12827","FA / 436319 / 92288000 / 2069-2321-SE21 / DROGUERIA HOFMANN SAC","436319","23/03/2021","Factura Afecta Electrónica","268.226"
"2204005003 Otros Insumos clínicos","92288000-K DROGUERIA HOFMANN SAC","7.347.977","Tipo Flujo","31/03/2021","14117","FA / 437788 / 92288000 / 2069-2051-SE21 / DROGUERIA HOFMANN SAC","437788","30/03/2021","Factura Afecta Electrónica","1.134.368"
"2204005003 Otros Insumos clínicos","92999000-5 IMPORTADORA Y DISTRIBUIDORA ARQUIMED LTDA.","722.925","Saldo Inicial","","","Saldo Inicial","","","","0"
"2204005003 Otros Insumos clínicos","92999000-5 IMPORTADORA Y DISTRIBUIDORA ARQUIMED LTDA.","722.925","Tipo Flujo","25/01/2021","135","FA / 731238 / 92999000 / 2069-10254-SE20 / IMPORTADORA Y DISTRIBUIDORA ARQUIMED","731238","21/01/2021","Factura Afecta Electrónica","144.585"
"2204005003 Otros Insumos clínicos","92999000-5 IMPORTADORA Y DISTRIBUIDORA ARQUIMED LTDA.","722.925","Tipo Flujo","28/02/2021","7132","FA / 732397 / 92999000 / 2069-1310-SE21 / IMPORTADORA Y DISTRIBUIDORA ARQUIMED ","732397","17/02/2021","Factura Afecta Electrónica","289.170"
"2204005003 Otros Insumos clínicos","92999000-5 IMPORTADORA Y DISTRIBUIDORA ARQUIMED LTDA.","722.925","Tipo Flujo","23/03/2021","11904","FA / 733904 / 92999000 / 2069-2079-SE21 / IMPORTADORA Y DISTRIBUIDORA ARQUIMED ","733904","23/03/2021","Factura Afecta Electrónica","289.170"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Saldo Inicial","","","Saldo Inicial","","","","0"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","18/01/2021","98","FA / 210652 / 93366000 / 2069-124-CM21 / COMERCIAL LBF LIMITADA","210652","14/01/2021","Factura Afecta Electrónica","435.892"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","25/01/2021","121","FA / 210942 / 93366000 / 2069-18-CM21 / COMERCIAL LBF LIMITADA","210942","20/01/2021","Factura Afecta Electrónica","33.778"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","26/01/2021","340","FA / 210683 / 93366000 / 2069-121-CM21 / COMERCIAL LBF LIMITADA","210683","15/01/2021","Factura Afecta Electrónica","618.467"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","26/01/2021","341","FA / 210694 / 93366000 / 2069-124-CM21 / COMERCIAL LBF LIMITADA","210694","15/01/2021","Factura Afecta Electrónica","775.700"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","27/01/2021","572","FA / 210548 / 93366000 / 2069-9200-CM20 / COMERCIAL LBF LIMITADA","210548","13/01/2021","Factura Afecta Electrónica","67.556"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","27/01/2021","573","FA / 210549 / 93366000 / 2069-9497-CM20 / COMERCIAL LBF LIMITADA","210549","13/01/2021","Factura Afecta Electrónica","141.868"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","28/01/2021","731","FA / 210471 / 93366000 / 2069-9236-CM20 / COMERCIAL LBF LIMITADA","210471","12/01/2021","Factura Afecta Electrónica","1.799.508"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","28/01/2021","776","FA / 210449 / 93366000 / 2069-10056-CM20 / COMERCIAL LBF LIMITADA","210449","12/01/2021","Factura Afecta Electrónica","2.193.151"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","28/01/2021","866","FA / 210639 / 93366000 / 2069-10249-CM20 / COMERCIAL LBF LIMITADA","210639","14/01/2021","Factura Afecta Electrónica","3.787.342"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","31/01/2021","1739","FA / 210096 / 93366000 / 2069-10056-CM20 / COMERCIAL LBF LIMITADA","210096","06/01/2021","Factura Afecta Electrónica","1.124.693"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","31/01/2021","1862","FA / 210760 / 93366000 / 2069-206-CM21 / COMERCIAL LBF LIMITADA","210760","18/01/2021","Factura Afecta Electrónica","2.669.329"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","31/01/2021","1982","FA / 210871 / 93366000 / 2069-10056-CM20 / COMERCIAL LBF LIMITADA","210871","19/01/2021","Factura Afecta Electrónica","2.980.436"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","31/01/2021","2160","FA / 209598 / 93366000 / 2069-9236-CM20 / COMERCIAL LBF LIMITADA","209598","28/12/2020","Factura Afecta Electrónica","1.293.397"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","31/01/2021","2162","FA / 209743 / 93366000-1 / 2069-9927-CM20 / LBF Limitada","209743","29/12/2020","Factura Afecta Electrónica","51.539"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","31/01/2021","2355","FA / 211050 / 93366000 / 2069-214-CM21 / COMERCIAL LBF LIMITADA","211050","21/01/2021","Factura Afecta Electrónica","216.180"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","17/02/2021","4654","FA / 211481 / 93366000 / 2069-10208-CM20 / COMERCIAL LBF LIMITADA","211481","28/01/2021","Factura Afecta Electrónica","678.300"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","17/02/2021","4889","FA / 211785 / 93366000 / 2069-10056-CM20 / COMERCIAL LBF LIMITADA","211785","01/02/2021","Factura Afecta Electrónica","3.374.078"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","17/02/2021","4983","FA / 211320 / 93366000 / 2069-10249-CM20 / COMERCIAL LBF LIMITADA","211320","26/01/2021","Factura Afecta Electrónica","1.893.671"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","17/02/2021","5105","FA / 211347 / 93366000 / 2069-562-CM21 / COMERCIAL LBF LIMITADA","211347","27/01/2021","Factura Afecta Electrónica","2.059.933"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","18/02/2021","5321","FA / 211346 / 93366000 / 2069-581-CM21 / COMERCIAL LBF LIMITADA","211346","27/01/2021","Factura Afecta Electrónica","206.156"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","22/02/2021","5777","FA / 206305 / 93366000 / 2069-7225-CM20 / COMERCIAL LBF LIMITADA","206305","30/10/2020","Factura Afecta Electrónica","2.249.386"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","22/02/2021","5779","AJUSTE DEVENGO FA / 206305 / 93366000 / 2069-7225-CM20 / COMERCIAL LBF LIMITADA","7392","15/12/2020","Nota de Crédito Electrónica","(1)"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","23/02/2021","5969","FA / 212259 / 93366000 / 2069-10056-CM20 / COMERCIAL LBF LIMITADA","212259","10/02/2021","Factura Afecta Electrónica","2.249.386"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","23/02/2021","6056","FA / 212258 / 93366000 / 2069-1138-CM21 / COMERCIAL LBF LIMITADA","212258","10/02/2021","Factura Afecta Electrónica","371.560"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","28/02/2021","6873","FA / 211277 / 93366000 / 2069-10056-CM20 / COMERCIAL LBF LIMITADA","211277","26/01/2021","Factura Afecta Electrónica","3.542.782"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","28/02/2021","6874","FA / 212260 / 93366000 / 2069-1052-CM21 / COMERCIAL LBF LIMITADA","212260","10/02/2021","Factura Afecta Electrónica","132.347"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","28/02/2021","6957","FA / 213062 / 93366000 / 2069-1605-CM21 / COMERCIAL LBF LIMITADA","213062","24/02/2021","Factura Afecta Electrónica","324.270"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","28/02/2021","7130","FA / 212733 / 93366000 / 2069-1438-CM21 / COMERCIAL LBF LIMITADA","212733","18/02/2021","Factura Afecta Electrónica","7.850.125"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","28/02/2021","7190","FA / 212799 / 93366000 / 2069-10249-CM20 / COMERCIAL LBF LIMITADA","212799","19/02/2021","Factura Afecta Electrónica","1.893.671"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","28/02/2021","7328","FA / 213240 / 93366000 / 2069-1659-CM21 / COMERCIAL LBF LIMITADA","213240","26/02/2021","Factura Afecta Electrónica","206.792"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","28/02/2021","7450","FA / 212637 / 93366000 / 2069-1463-CM21 / COMERCIAL LBF LIMITADA","212637","17/02/2021","Factura Afecta Electrónica","126.914"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","28/02/2021","7451","FA / 212638 / 93366000 / 2069-1434-CM21 / COMERCIAL LBF LIMITADA","212638","17/02/2021","Factura Afecta Electrónica","506.122"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","28/02/2021","8090","FA / 212601 / 93366000-1 / 2069-1426-CM21 / LBF Limitada","212601","16/02/2021","Factura Afecta Electrónica","6.442.363"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","28/02/2021","8139","FA / 212547 / 93366000 / 2069-10056-CM20 / COMERCIAL LBF LIMITADA","212547","16/02/2021","Factura Afecta Electrónica","1.237.162"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","28/02/2021","8140","FA / 212548 / 93366000-1 / 2069-9236-CM20 / LBF Limitada","212548","16/02/2021","Factura Afecta Electrónica","955.989"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","05/03/2021","8536","FA / 213401 / 93366000 / 2069-1434-CM21 / COMERCIAL LBF LIMITADA","213401","02/03/2021","Factura Afecta Electrónica","2.305.669"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","08/03/2021","8756","FA / 213487 / 93366000 / 2069-1962-CM21 / COMERCIAL LBF LIMITADA","213487","03/03/2021","Factura Afecta Electrónica","522.316"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","10/03/2021","9164","FA / 213797 / 93366000 / 2069-1434-CM21 / COMERCIAL LBF LIMITADA","213797","09/03/2021","Factura Afecta Electrónica","3.599.093"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","15/03/2021","9587","FA / 214013 / 93366000 / 2069-10249-CM20 / COMERCIAL LBF LIMITADA","214013","12/03/2021","Factura Afecta Electrónica","1.893.671"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","18/03/2021","10905","FA / 214193 / 93366000 / 2069-1434-CM21 / COMERCIAL LBF LIMITADA","214193","16/03/2021","Factura Afecta Electrónica","2.249.433"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","18/03/2021","10910","FA / 214194 / 93366000 / 2069-2097-CM21 / COMERCIAL LBF LIMITADA","214194","16/03/2021","Factura Afecta Electrónica","8.508.050"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","21/03/2021","11675","FA / 212988 / 93366000 / 2069-1434-CM21 / COMERCIAL LBF LIMITADA","212988","23/02/2021","Factura Afecta Electrónica","3.936.508"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","26/03/2021","12815","FA / 214654 / 93366000 / 2069-2303-CM21 / COMERCIAL LBF LIMITADA","214654","23/03/2021","Factura Afecta Electrónica","136.430"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","26/03/2021","12820","FA / 214683 / 93366000 / 2069-1434-CM21 / COMERCIAL LBF LIMITADA","214683","23/03/2021","Factura Afecta Electrónica","1.743.311"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","29/03/2021","13254","FA / 214829 / 93366000 / 2069-2606-CM21 / COMERCIAL LBF LIMITADA","214829","25/03/2021","Factura Afecta Electrónica","133.711"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","31/03/2021","13678","FA / 214983 / 93366000 / 2069-1434-CM21 / COMERCIAL LBF LIMITADA","214983","29/03/2021","Factura Afecta Electrónica","2.080.726"
"2204005003 Otros Insumos clínicos","93366000-1 COMERCIAL LBF LTDA.","82.232.673","Tipo Flujo","31/03/2021","14134","FA / 215104 / 93366000 / 2069-2540-CM21 / COMERCIAL LBF LIMITADA","215104","30/03/2021","Factura Afecta Electrónica","633.913"
"2204005003 Otros Insumos clínicos","93745000-1 JOHNSON & JOHNSON DE CHILE S.A.","80.603.713","Saldo Inicial","","","Saldo Inicial","","","","0"
"2204005003 Otros Insumos clínicos","93745000-1 JOHNSON & JOHNSON DE CHILE S.A.","80.603.713","Tipo Flujo","25/01/2021","120","FA / 1915767 / 93745000 / 2069-10277-CM20 / JOHNSON Y JOHNSON DE CHILE S A","1915767","19/01/2021","Factura Afecta Electrónica","2.765.692"
